
9000598637	8042540192
910026769627	1290672
910038902940	3873232
910041585198	5007137
910030482741	1438068
910038519092	4476722
910032029198	5883512
910015291615	6149040
910074054143	6305082
910065401013	5731555
910003473459	4479347
910091378025	1901223
910064901219	2811404
910056152182	8342737
910083479534	4460443
910059712482	6089721
910081961525	2899834
910073097286	17217555
910081619129	4277319
910027378107	2271176
910086142318	2202019
910089513691	1356370
910004183153	2337571
910038251393	777893
910032012438	1644706
910042893837	875723
910075748012	938568
910082670497	2301701
910035068412	4353239
910010956382	3069799
910078271962	1167277
910084697627	1226915
910004817359	5529373
910049526846	11828060
910070194962	1024427
910090343568	1519180
910013486801	2812453
910028414767	3056035
910036956379	6362726
910073975087	5728365
910014502514	4248693
910049128790	3379516
910093514161	5259242
910094636924	2165371
910018049807	6863798
910053597897	10877841
910048262479	2950351
910078752356	1131429
910049786568	14239216
910003475824	5421931
910098135470	7061270
910043535712	4494450
910030182148	1964030
910064793406	4225266
910017191451	4272835
910048243483	2563553
910049137293	1687878
910045360826	2428513
910038707592	3302409
910095409206	1724476
910024124152	3098030
910056818175	4303975
910029217150	3167883
910082424189	10295779
910083271934	9405948
910090341253	5443789
910036913821	2262535
910059304072	192891906
910091410363	60993146
910057164294	96901041
910053692931	10069364
910042054803	3680012
910040139406	10150851
910031267382	2503690
910089848323	9189796
910006465624	2107801
910081093829	3562347
910020281980	55095540
910084364302	4350235
910010821986	1836021
910012652781	6703361
910031949152	18668818
910080623231	8257583
910078217610	2543431
910015139507	9076077
910056943564	10577132
910064236032	1038265
910021429651	20838498
910006516301	1036923
910073517260	40950819
910032727074	2046562
910013754790	3021408
910058467307	6372817
910039259802	1404164
910040398383	2759781
910082907469	3523616
910018790679	3039728
910082626796	12997993
910038425157	10288843
910025426807	3415519
910076562523	1992581
910080843532	1486938
910038651342	3333308
910093491645	2122839
910040865853	5901547
910043563409	4511639
910043015245	2660773
910015463041	2850793
910021549427	1352975
910087271638	323125
910007624318	1585864
910020549707	1648115
910045205754	2161380
910008512387	1603555
910041706195	496021
910060676478	1494563
910047172862	25042897
910018286989	5526271
910061285686	2719417
910041093172	9350052
910050747914	5371874
910094130545	2365747
910034167935	4880818
910087623507	4850805
910093741765	2857991
910072858056	2533572
910071368507	4229083
910040281212	2430898
910079207927	20031745
910098309161	2028081
910090843879	6142568
910019591648	1190736
910043951410	15196226
910084815391	5933706
910081798230	16151119
910095686836	10447740
910084853750	7191027
910030910292	2300603
910098052169	7854706
910003131074	9860195
910095648167	1115583
910039247629	3997877
910019497036	868263
910032964714	8333819
910002826137	7734268
910072425635	7005820
910082357623	7833240
910008139067	2036857
